Date,FY,Products,dia,dia group,grade,type,length,Voucher Type,Quantity,Rate,Value
01-01-2022,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.34,55500,129870
01-03-2022,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.26,57300,129498
01-03-2022,FY 22,10MM TATA TISCON FE550D (T),10 MM,10 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,1.95,56050,109297.5
01-03-2022,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,5.09,55300,281477
01-03-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,8.27,55300,457331
01-03-2022,FY 22,28MM TATA TISCON FE500D (T),28 MM,28 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.49,55800,681954.5
01-03-2022,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,4.86,57500,279450
01-03-2022,FY 22,10MM TATA TISCON FE550D (T),10 MM,10 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,3,56500,169500
01-03-2022,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,1.99,55500,110445
01-03-2022,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,3.7,58200,215340
01-03-2022,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,7.06,56200,396772
01-03-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,5.12,56200,287744
01-03-2022,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,1.82,60000,109200
01-03-2022,FY 22,10MM TATA TISCON FE550D (T),10 MM,10 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.39,59000,23010
01-03-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.19,58000,11020
01-03-2022,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,1,58000,58000
01-03-2022,FY 22,10MM TATA TISCON FE550D (T),10 MM,10 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.32,57000,18240
01-03-2022,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.25,56000,14000
01-03-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,1.5,56000,84000
01-03-2022,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.41,56000,22960
01-03-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,54800,681954.5
01-03-2022,FY 22,20MM TATA TISCON FE550D (T),20 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,7.7,54800,421960
01-03-2022,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.1,56050,229805
01-03-2022,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,3.82,55300,211246
01-03-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,4.83,55300,267099
01-03-2022,FY 22,20MM TATA TISCON FE550D (T),20 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,55300,681954.5
01-03-2022,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,5.16,54800,282768
01-03-2022,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,54800,681954.5
01-03-2022,FY 22,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,12.06,54800,660888
01-04-2022,FY 22,CUSTOMISED 10 MM TATA TISCON FE500D (T),10 MM,10 MM,500D,CAB,CUSTOMISED,Sales A/c GST,3.903,59300,231447.9
01-04-2022,FY 22,CUSTOMISED 12 MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,CAB,CUSTOMISED,Sales A/c GST,0.879,58300,51245.7
01-04-2022,FY 22,CUSTOMISED 20 MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,CAB,CUSTOMISED,Sales A/c GST,4.575,58300,266722.5
01-04-2022,FY 22,CUSTOMISED 25 MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,CAB,CUSTOMISED,Sales A/c GST,3.855,58300,224746.5
01-04-2022,FY 22,CUSTOMISED 32 MM TATA TISCON FE500D (T),32 MM,12 MM - 32 MM,500D,CAB,CUSTOMISED,Sales A/c GST,2.028,58300,118232.4
01-04-2022,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,2.93,58800,172284
01-04-2022,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,1.02,56800,57936
01-04-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,2.04,56800,115872
01-04-2022,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,4.6,57500,264500
01-04-2022,FY 22,10MM TATA TISCON FE550D (T),10 MM,10 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,1.04,56500,58760
01-04-2022,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,3.52,55500,195360
01-04-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,4.14,55500,229770
01-04-2022,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.89,55500,49395
01-05-2022,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2,56500,113000
01-05-2022,FY 22,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.97,56500,337305
01-05-2022,FY 22,32MM TATA TISCON FE500D (T),32 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.03,57000,172710
01-05-2022,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,2.34,58300,136422
01-05-2022,FY 22,10MM TATA TISCON FE550D (T),10 MM,10 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.77,57300,44121
01-05-2022,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,4.34,56300,244342
01-05-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.98,56300,55174
01-05-2022,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,13.6,59000,681954.5
01-05-2022,FY 22,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.99,57000,284430
01-05-2022,FY 22,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.72,57000,269040
01-06-2022,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,4.52,59500,268940
01-06-2022,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.97,58500,232245
01-06-2022,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,4.55,59500,270725
01-06-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,9.21,57500,529575
01-06-2022,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,3.41,59500,202895
01-06-2022,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.88,59000,287920
01-06-2022,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.05,58000,60900
01-06-2022,FY 22,TISCON TMT COIL IS:1786 FE500 D 12 mm(T),12 MM,12 MM - 32 MM,500D,COIL,0 METER,Sales A/c GST,1.98,57000,112860
01-06-2022,FY 22,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.09,57000,233130
01-06-2022,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.67,59000,334530
01-06-2022,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.3,58000,191400
01-06-2022,FY 22,TISCON TMT COIL IS:1786 FE500 D 12 mm(T),12 MM,12 MM - 32 MM,500D,COIL,0 METER,Sales A/c GST,1.99,57000,113430
01-06-2022,FY 22,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.11,57000,291270
01-06-2022,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,5.22,55800,291276
01-06-2022,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,55800,681954.5
01-06-2022,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.17,59000,187030
01-06-2022,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.04,58000,176320
01-06-2022,FY 22,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.06,57000,231420
01-06-2022,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.33,57500,18975
01-06-2022,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.1,56500,5650
01-06-2022,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.67,55500,37185
01-06-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,1.14,55500,63270
01-06-2022,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.77,58500,45045
01-06-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.9,56500,50850
01-06-2022,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.59,56500,33335
01-06-2022,FY 22,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.69,56500,38985
01-06-2022,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,56800,681954.5
01-06-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,10.07,55800,561906
01-06-2022,FY 22,32MM TATA TISCON FE550D (T),32 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,55800,681954.5
01-06-2022,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,7.4,57800,427720
01-06-2022,FY 22,25MM TATA TISCON FE550D (T),25 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,55800,681954.5
01-06-2022,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,56600,681954.5
01-07-2022,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.8,59000,283200
01-07-2022,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.46,58000,142680
01-07-2022,FY 22,TISCON TMT COIL IS:1786 FE500 D 12 mm(T),12 MM,12 MM - 32 MM,500D,COIL,0 METER,Sales A/c GST,2.88,57000,164160
01-07-2022,FY 22,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.4,57000,136800
01-07-2022,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.9,59000,289100
01-07-2022,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.56,58000,148480
01-07-2022,FY 22,TISCON TMT COIL IS:1786 FE500 D 12 mm(T),12 MM,12 MM - 32 MM,500D,COIL,0 METER,Sales A/c GST,2.5,57000,142500
01-07-2022,FY 22,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.08,57000,346560
01-07-2022,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.03,59000,119770
01-07-2022,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.51,58000,87580
01-07-2022,FY 22,TISCON TMT COIL IS:1786 FE500 D 12 mm(T),12 MM,12 MM - 32 MM,500D,COIL,0 METER,Sales A/c GST,1,57000,57000
01-07-2022,FY 22,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.57,57000,146490
01-07-2022,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.95,57000,168150
01-07-2022,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.5,59000,206500
01-07-2022,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.5,58000,87000
01-07-2022,FY 22,TISCON TMT COIL IS:1786 FE500 D 12 mm(T),12 MM,12 MM - 32 MM,500D,COIL,0 METER,Sales A/c GST,2,57000,114000
01-07-2022,FY 22,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.07,57000,231990
01-07-2022,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.92,57000,166440
01-07-2022,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,57000,681954.5
01-07-2022,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,7.44,58000,431520
01-07-2022,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.75,56000,42000
01-07-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,4.67,56000,261520
01-07-2022,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,8.27,56000,463120
01-07-2022,FY 22,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,8.33,56000,466480
01-07-2022,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.76,56300,211688
01-07-2022,FY 22,20MM TATA TISCON FE550D (T),20 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,2.17,56300,122171
01-08-2022,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,6.08,57500,349600
01-08-2022,FY 22,10MM TATA TISCON FE550D (T),10 MM,10 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,2.96,56500,167240
01-08-2022,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,4.79,55500,265845
01-08-2022,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.82,55500,45510
01-08-2022,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.03,59000,178770
01-08-2022,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2,58000,116000
01-08-2022,FY 22,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.04,57000,116280
01-08-2022,FY 22,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.91,57000,222870
01-08-2022,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.99,57000,56430
01-08-2022,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.06,59000,357540
01-08-2022,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.3,58000,191400
01-08-2022,FY 22,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.06,57000,174420
01-08-2022,FY 22,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.84,57000,218880
01-08-2022,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,1.43,58500,83655
01-08-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,1.03,56500,58195
01-08-2022,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.73,56500,41245
01-08-2022,FY 22,CUSTOMISED 10 MM TATA TISCON FE500D (T),10 MM,10 MM,500D,CAB,CUSTOMISED,Sales A/c GST,6.52,58400,380768
01-08-2022,FY 22,CUSTOMISED 12 MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,CAB,CUSTOMISED,Sales A/c GST,1.565,57400,89831
01-08-2022,FY 22,CUSTOMISED 16 MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,CAB,CUSTOMISED,Sales A/c GST,1.08,57400,61992
01-08-2022,FY 22,CUSTOMISED 20 MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,CAB,CUSTOMISED,Sales A/c GST,7.052,57400,404784.8
01-08-2022,FY 22,CUSTOMISED 25 MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,CAB,CUSTOMISED,Sales A/c GST,5.813,57400,333666.2
01-08-2022,FY 22,CUSTOMISED 32 MM TATA TISCON FE500D (T),32 MM,12 MM - 32 MM,500D,CAB,CUSTOMISED,Sales A/c GST,2.38,57400,136612
01-08-2022,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,5.05,54000,272700
01-08-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,54000,681954.5
01-08-2022,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,13.88,56000,681954.5
01-08-2022,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,55000,681954.5
01-08-2022,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,3.84,54000,207360
01-10-2022,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.98,59000,293820
01-10-2022,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.02,58000,59160
01-10-2022,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.02,59000,237180
01-10-2022,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.97,58000,230260
01-10-2022,FY 22,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.94,57000,110580
01-10-2022,FY 22,TISCON TMT COIL IS:1786 FE500 D 12 mm(T),12 MM,12 MM - 32 MM,500D,COIL,0 METER,Sales A/c GST,1,57000,57000
01-10-2022,FY 22,CUSTOMISED 08 MM TATA TISCON FE500D (T),08 MM,08 MM,500D,CAB,CUSTOMISED,Sales A/c GST,1.03,61000,62830
01-10-2022,FY 22,CUSTOMISED 20 MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,CAB,CUSTOMISED,Sales A/c GST,0.335,59000,19765
01-10-2022,FY 22,CUSTOMISED 25 MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,CAB,CUSTOMISED,Sales A/c GST,0.235,59000,13865
01-10-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.23,56500,12995
01-10-2022,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,7.76,57000,442320
01-10-2022,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,8.81,55000,484550
01-10-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,4.65,55000,255750
01-11-2022,FY 22,10MM TATA TISCON FE550D (T),10 MM,10 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,7.43,56500,419795
01-11-2022,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,5.05,55500,280275
01-11-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,55500,681954.5
01-11-2022,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.15,55500,174825
01-11-2022,FY 22,10MM TATA TISCON FE550D (T),10 MM,10 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,6.34,55500,351870
01-11-2022,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.9,59000,348100
01-11-2022,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.99,58000,115420
01-11-2022,FY 22,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.06,57000,231420
01-11-2022,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,4.54,58000,263320
01-11-2022,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.58,55000,31900
01-11-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,2.03,55000,111650
01-11-2022,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.04,55000,57200
01-11-2022,FY 22,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.05,55000,57750
01-12-2022,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.86,60000,231600
01-12-2022,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.98,59000,116820
01-12-2022,FY 22,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.06,58000,119480
01-12-2022,FY 22,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.04,58000,234320
01-12-2022,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.8,59000,224200
01-12-2022,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2,58000,116000
01-12-2022,FY 22,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.09,57000,176130
01-12-2022,FY 22,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.13,57000,64410
01-12-2022,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,4.99,57000,284430
01-12-2022,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.99,56000,111440
01-12-2022,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,3,55000,165000
01-12-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,3,55000,165000
